2026-02-10T20:30:14.663+0700	INFO	utils/email.go:28	SMTP Host not configured, skipping email send	{"to": "dandimuzaki@gmail.com", "subject": "Welcome to Lumoshive", "body_snippet": "Hello Dandi,\n\nYour account has been created succes"}
2026-02-10T23:17:39.642+0700	INFO	repository/sku.go:148	Creating SKU	{"sku_id": 35, "variant_value_id": 4}
2026-02-10T23:17:39.643+0700	INFO	repository/sku.go:161	SKU created successfully	{"id": 64, "sku_id": 35}
2026-02-10T23:17:39.643+0700	INFO	repository/sku.go:148	Creating SKU	{"sku_id": 35, "variant_value_id": 60}
2026-02-10T23:17:39.645+0700	INFO	repository/sku.go:161	SKU created successfully	{"id": 65, "sku_id": 35}
2026-02-10T23:17:39.646+0700	INFO	repository/product.go:128	Get product by id	{"id": 1}
2026-02-10T23:17:39.662+0700	INFO	repository/sku.go:74	Creating SKU	{"product_id": 1, "sku_code": "smartphone-xiaomi-redmi-note-12-256GB-purple-1770740259662187200"}
2026-02-10T23:17:39.664+0700	INFO	repository/sku.go:87	SKU created successfully	{"id": 36, "sku_code": "smartphone-xiaomi-redmi-note-12-256GB-purple-1770740259662187200"}
2026-02-10T23:17:39.664+0700	INFO	repository/sku.go:148	Creating SKU	{"sku_id": 36, "variant_value_id": 5}
2026-02-10T23:17:39.667+0700	INFO	repository/sku.go:161	SKU created successfully	{"id": 66, "sku_id": 36}
2026-02-10T23:17:39.667+0700	INFO	repository/sku.go:148	Creating SKU	{"sku_id": 36, "variant_value_id": 43}
2026-02-10T23:17:39.670+0700	INFO	repository/sku.go:161	SKU created successfully	{"id": 67, "sku_id": 36}
2026-02-10T23:17:39.671+0700	INFO	repository/product.go:128	Get product by id	{"id": 1}
2026-02-10T23:17:39.693+0700	INFO	repository/sku.go:74	Creating SKU	{"product_id": 1, "sku_code": "smartphone-xiaomi-redmi-note-12-256GB-yellow-1770740259693029900"}
2026-02-10T23:17:39.694+0700	INFO	repository/sku.go:87	SKU created successfully	{"id": 37, "sku_code": "smartphone-xiaomi-redmi-note-12-256GB-yellow-1770740259693029900"}
2026-02-10T23:17:39.694+0700	INFO	repository/sku.go:148	Creating SKU	{"sku_id": 37, "variant_value_id": 5}
2026-02-10T23:17:39.695+0700	INFO	repository/sku.go:161	SKU created successfully	{"id": 68, "sku_id": 37}
2026-02-10T23:17:39.696+0700	INFO	repository/sku.go:148	Creating SKU	{"sku_id": 37, "variant_value_id": 60}
2026-02-10T23:17:39.698+0700	INFO	repository/sku.go:161	SKU created successfully	{"id": 69, "sku_id": 37}
2026-02-10T23:17:46.097+0700	INFO	repository/product.go:128	Get product by id	{"id": 1}
